	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	609	610	611	612	613	614	615	616	617	618	619	620	621	622	624	626	635
1	60970,1697	46411,11082	18877,4385	812,3299026	618,9776993	487,9644966	923,5410156	3687,317318	7117,881849	4163,781544	13501,33822	8317,58918	11257,58467	4339,611832	1721,944786	6298,762886	4338,612625	1535,746807	172,1945953	299,2492981	3969,689507	390,6394959	576,5729065	921,768692	595,7103958	399,3951015	127,9598007	292,4496078			177,8265076	59,25450134	193,9220009	714,2885971	47,86880112	87,23619843
2	13450,6316	36534,52968	13756,46592	1458,980133	260,3154907	189,2646027	313,6891937	1031,005997	869,4821138	1804,683281	3863,874969	3522,073524	9642,534483	1721,440895	52,57030106	5881,021905	3614,009621	197,0298996	822,2084885	169,7427979		54,06159973			54,22169876			282,5187073			239,8325958					694,7620239
3	4088,17922	9282,475676	9525,579184	1282,388313	377,6807976		423,2886047	1246,495209	1870,361179	1280,927391	1304,986305	1941,065092	4847,358398	3421,053421	616,2792969	3210,092873	4032,918121	1250,722214	180,0143967	116,3635025			433,5343094				77,20589829				126,9014025		129,7912025	178,0218048		
4	7262,634348	12765,25172	12864,69098	8587,823429	663,0289078	526,8234024	1098,345615	3449,368011	3440,700359	3456,137398	2151,431688	3255,849507	7006,195236	5911,823355	4032,814911	8063,40654	6233,627388	1840,665295	1359,890411			125,1155052	274,0572968								307,5948944		60,44200134	346,2192039	93,27159882	
5	7128,16923	8636,601614	7048,402536	1639,439909	8051,395201	882,4198036	1151,55818	4597,098598	3678,929131	2586,829098	1448,502687	2370,371914	5438,882097	4311,827003	1613,852692	5019,000011	2331,026688	2302,844889	2969,86639	46,89799881	96,17579651	95,35620117											87,55570221	90,4477005	81,40440369	
6	4206,836794	6382,357609	6588,649303	911,3002014	1732,409409	3898,545341	1497,064367	3420,562492	4575,626118	1855,456303	1555,517984	2600,038986	5215,82589	3832,006607	982,4405899	5741,621597	3122,561577	1297,46669	1425,031303			376,1407013	156,8937073	35,35279846	164,2648926		63,67409897				83,91239929	137,311203		832,8322067		62,00249863
7	8096,726927	8141,982706	8869,693901	1631,223095	852,6231232	1845,813816	17654,40098	16434,16191	7932,655918	6777,356812	4968,603626	6375,546825	8046,08674	6216,329437	2575,7841	11879,736	1889,017399	1450,979492	2393,847492		160,6678009	436,6134949		116,3635025			79,4539032				241,5227051	250,3184052	61,2356987	2410,018227	239,4246063	88,16809845
8	15740,0923	26093,06949	22709,78174	2637,705791	1076,182598	3050,55748	6458,754814	44413,5897	18484,17507	13968,24607	7364,254124	13324,77209	19185,65772	13781,98615	3521,238125	26459,44534	5944,699203	2307,36779	3217,9944	599,8987007	453,0281067	287,4735031	1011,634819	297,0501976	88,01270294	67,97550201		294,9144974		96,96279907	684,070694		366,6437035	2120,66478	560,6690941	
9	6440,145435	14134,294	13105,97554	573,1565933	985,0508308	456,8246002	840,0909195	6784,538448	25789,06459	8036,306553	3251,986908	6057,314621	9256,261282	5233,826897	786,7675018	9468,19715	2696,657305	682,1257019	209,4314957	66,64330292	477,6662941	865,4785004	1452,053198								524,3175964	47,92520142	431,8683052	129,303894	203,0381012	32,1169014
10	20265,84983	35034,15379	18046,20297	917,7989006	542,2177048	777,7136955	1487,724709	9539,416964	15927,44212	45826,00216	9831,064236	16245,36098	20920,71071	7533,401207	1309,671303	15948,95248	5582,17232	724,224205	551,6982975	1805,295876	1237,827404	1125,172501	1020,029617		365,0311966	220,8028984	124,8490982	2403,273155		962,4949951	425,8618927		267,0114975	924,6005859	559,6604156	
11	50835,70994	44871,20491	20861,58423	1619,635609	426,7173958	1760,81572	332,7598	6925,620735	12714,11829	24306,55715	62134,26139	18475,82506	20985,3771	7850,393749	902,2636147	9922,505795	4099,077	1349,278622	943,064209	5758,05164	1834,630219	544,8266106	731,530014	237,7449036	594,4289093	1218,35891	312,4260941	347,7342033		332,0440063	1185,893707		396,3616028	1020,721184	81,14050293	
12	6477,185726	12769,13705	7389,835567	325,635704		404,1549912	803,0386047	797,4955139	2777,773891	3368,54723	3993,902607	13304,31119	4000,02953	1908,362392	640,1674957	3108,255005	1252,409302	163,5437965	616,5056114	92,71399689	131,8988037	123,8882961	101,0450974			237,0250053		226,7449036					102,2284012	47,94210053		
13	6906,614655	13802,80155	11445,32699	184,6443939		365,4097977	88,04270172	1895,684994	3354,692307	2509,865791	1987,330795	3650,493328	16884,11572	5355,796352	504,1421051	3109,7771	5293,731701	837,9057121	59,97769928		307,9693985		55,24349976			54,96929932		79,25959778		110,4228973				737,7641068	69,82830048	233,0072021
14	1221,093094	4538,766304	4197,423805	366,521698	120,457798	211,8409958	74,48169708	483,2137985	2083,267803	615,6023026	1320,807808	1306,202995	2585,313606	4761,607944	391,6578979	2898,100112	1978,08701	575,3457947	85,20429993			82,1292038	55,38290024		116,4688034			154,6926041			250,1242943		61,39379883	302,5081024	273,0032043	
15	3078,620792	2718,916342	4184,507841	968,4981003	83,36399841	160,6638031	428,9002914	1380,334415	605,9804993	619,3680038	852,0890999	368,2424965	2305,719543	2100,632904	1732,700729	2617,410213	1420,71442	450,3671036	53,43730164	71,25980377		75,43840027									170,3470993			140,1542969		
16	4524,400414	11152,40274	8812,316987	1357,079597	146,8093948	925,6544952	322,8563004	4355,344213	4514,757059	2705,865894	1565,201195	3380,173481	5455,051111	8779,528141	682,4226151	14426,5032	5646,05798	1582,434788	909,7071877		309,4479065	254,8428001	336,7262001							54,43119812	162,4537964		368,8967056	366,6459961		102,5820999
17	662,6038055	1720,053993	1563,0774	231,9203949	382,0513916	230,4129028		115,8716965	466,9615021	334,6811028	109,6357994	1086,570915	2541,869308	392,9024124	353,9476929	1253,329708	2291,74338													26,60860062						
18	6874,726984	12386,77149	9023,293236	2598,666027	707,0585976	2332,058613	671,3622971	4438,785603	2414,236214	3179,085098	2787,954693	4377,232002	7522,603191	6529,338142	2340,454285	11028,43389	3653,439194	5481,334885	299,6709976	116,3635025						157,7835999								75,84609985		
19	10245,33169	9896,685127	10079,51695	1595,439789	910,8635101	5253,934479	2485,986893	11803,57825	6567,401163	5248,786598	4294,775658	7887,800041	11060,06306	9639,967724	4510,248177	11564,51938	3272,569016	3424,483509	12173,34169	289,8159943		187,5830994	566,2837105					46,92470169		170,3179016				1461,182108	241,5956039	
609	17,59810066		35,19620132		79,14179993				17,59810066	50,17399979	306,8529892		135,9828033				47,99489975			28,97670078	147,9843988		17,59810066	126,7065964			279,9703979	17,59810066		157,4232979	20,86650085					
610	718,3862839	726,5438232	145,0030041							58,00120163		125,6693001	386,6745911	96,66870117			128,8914948			54,1344986	7105,298847	42,44979858			792,6829834			54,1344986		116,6083031						
611	27,21139908	695,1973						61,05080032	939,2797909	22,85759926			29,38829994	57,37719917		367,2958107				72,65440178		5433,645878	711,0343952		100,7600021			31,83740044			414,3755016	158,3704987	324,3811016	94,16490173		
612	407,1047945	53,16480064	212,8033962	17,66810036	25,29750061	22,48670006	64,81170082	86,9751997	771,7339087	176,0128021		22,48670006	88,16630077	142,1478033		707,2605028	33,73000002			39,03030014	41,53139877	1073,21979	1631,332994	20,88050079					22,48670006		368,6893001		870,7203808	36,1393013		4,818600178
613	20,4666996		249,9880066						45,8927002	65,48699951		30,96859932				36,86740112					19,17099953	19,17099953		292,1231012	10,32289982	212,3562012		80,69210053								
614	159,0838013	21,03590012				37,25099945		56,09569931	21,03590012	43,8246994				99,92040253		32,64550018					976,6565857	37,25099945	12,04640007	302,3904953	4096,105789	78,88459778		113,9441986		222,6296005	105,1793976	35,05979919	144,6215973			
615				62,45090103	105,9773026				116,2778015					45,5								83,9910965		162,2911968	37,91660118	358,7349949	17,69440079	50,7241993	59,65559959	26,54170036						
616	22,95319939	70,94619751	22,95319939							40,34189844	125,2209988				20,86650085		6,955500126				30,04780006				92,92559767		193,3630934	64,68619919		183,3272996				29,21310043		
617	197,5767078	165,1794968	54,99560165						5,055600166	14,66549969	167,1385031	146,2442017	185,1822052			48,88499832	116,101799			63,55039978	1114,249015	21,91239929	525,5131836	596,027503	1429,997389	1009,778507		2541,157086	150,0270982	67,95950127		185,6464996		90,0802002		
618			16,69050026										6,531099796			16,69050026								34,46960068	17,41620064	194,4812012		41,07320023	185,7368021			13,06219959				
619	8,169300079								8,402700424	8,402700424	11,37860012										27,19659901	35,01119995					16,33860016			249,1164007						
620	107,2638016		143,4069023	57,12960053					539,7386932	80,47800064		96,06940079	102,6001015	32,64550018		170,2448006	350,9389038		53,0489006	50,89849854		2052,584415	53,63190079					68,01139832			3230,222876	110,1785011	603,4955997			17,94869995
621		3,40199995																					3,40199995						19,59320068		18,71100044	11,90700007	3,40199995			
622	197,2316017	19,08690071						351,2466016	1538,196492	487,5133991		257,6736145	414,1010151	183,2346001	19,08690071	232,2244015	271,9888				95,43470001	728,0075092	499,6686974		57,26079941					42,9455986	1754,805201	137,8609977	10057,95598	171,7823944		
624	1596,562695	2519,118717	4213,8246	126,1504021		1175,907608	1469,881998	4726,679102	3351,734436	5595,877722	1372,445198	2954,154795	4044,027111	3818,598637	371,512907	5731,99732	2004,92939	1028,404509	366,4167995			96,55979919		19,875				45,8927002			178,0218048		257,6736145	4574,549002	764,9741106	
626			53,54150009			110,2434998	39,89070129	18,13209915	43,51710129			34,4510994		244,1089983		62,7417984	39,89070129		27,19820023															189,4807987	502,2601042	
635	64,74420166	71,48839951						32,37210083			47,47909927		28,39609909								54,1344986			64,74420166	75,53490162											548,5177011
